profile_id,ontology_group,group_contribution,n_features_in_group
profile_0613,big_five_neuroticism,0.2375823538298163,6
profile_0688,big_five_neuroticism,0.07151260558313517,6
profile_0293,big_five_neuroticism,-0.7114487316043622,6
profile_0749,big_five_neuroticism,-0.05951446681722444,6
profile_0143,big_five_neuroticism,-0.267534536915857,6
profile_0475,big_five_neuroticism,-0.5982703333978929,6
profile_0711,big_five_neuroticism,0.6067709172204392,6
profile_0726,big_five_neuroticism,-0.4925370475085197,6
profile_0144,big_five_neuroticism,-0.19218038472124294,6
profile_0486,big_five_neuroticism,0.16640156317858282,6
profile_0393,big_five_neuroticism,-0.44894963246646324,6
profile_0509,big_five_neuroticism,-0.08447469990847564,6
profile_0111,big_five_neuroticism,-0.2923245712897292,6
profile_0186,big_five_neuroticism,-0.38224305895242167,6
profile_0019,big_five_neuroticism,0.10110291547384638,6
profile_0368,big_five_neuroticism,-0.6351405648218266,6
profile_0167,big_five_neuroticism,-0.22874418304928917,6
profile_0416,big_five_neuroticism,-0.6207546726150855,6
profile_0005,big_five_neuroticism,-0.6966012336047486,6
profile_0295,big_five_neuroticism,-0.6279700244010474,6
profile_0649,big_five_neuroticism,0.34861061991545617,6
profile_0718,big_five_neuroticism,-0.2740086465357797,6
profile_0585,big_five_neuroticism,0.20978604035436865,6
profile_0458,big_five_neuroticism,-0.6006997425202942,6
profile_0395,big_five_neuroticism,-0.13327162459250727,6
profile_0269,big_five_neuroticism,0.19680127697316438,6
profile_0560,big_five_neuroticism,-0.10987855343506758,6
profile_0645,big_five_neuroticism,0.6655367703513968,6
profile_0669,big_five_neuroticism,-0.47830406108742707,6
profile_0096,big_five_neuroticism,-0.39032017978734734,6
profile_0596,big_five_neuroticism,0.14144450342380901,6
profile_0533,big_five_neuroticism,-0.5712390448888381,6
profile_0472,big_five_neuroticism,-0.17668689507332003,6
profile_0633,big_five_neuroticism,0.45183526987179995,6
profile_0519,big_five_neuroticism,-0.6352742074269024,6
profile_0745,big_five_neuroticism,-0.07650878441845531,6
profile_0308,big_five_neuroticism,-0.6102289936872954,6
profile_0790,big_five_neuroticism,-0.41628194179437217,6
profile_0353,big_five_neuroticism,-0.38904727941712536,6
profile_0131,big_five_neuroticism,-0.43103689215138746,6
profile_0716,big_five_neuroticism,-0.7429727023087004,6
profile_0618,big_five_neuroticism,-0.15401710419098552,6
profile_0590,big_five_neuroticism,-0.5134582183341482,6
profile_0760,big_five_neuroticism,-0.7095992236123293,6
profile_0466,big_five_neuroticism,-0.46743087321439775,6
profile_0233,big_five_neuroticism,-0.18789716666729175,6
profile_0579,big_five_neuroticism,-0.3645199256475674,6
profile_0065,big_five_neuroticism,-0.1623792030973967,6
profile_0795,big_five_neuroticism,-0.592789481500756,6
profile_0076,big_five_openness,0.7134523235778552,7
profile_0775,big_five_openness,0.5684829989351704,7
profile_0390,big_five_openness,0.81008820790107,7
profile_0747,big_five_openness,0.6484955293452583,7
profile_0424,big_five_openness,0.4151752461621681,7
profile_0397,big_five_openness,0.5506784024582974,7
profile_0165,big_five_openness,0.02916930169359066,7
profile_0148,big_five_openness,0.5607841130611824,7
profile_0641,big_five_openness,-0.06206737636307573,7
profile_0272,big_five_openness,0.11520438744588901,7
profile_0001,big_five_openness,0.7798358108275887,7
profile_0052,big_five_openness,0.32522897613735796,7
profile_0535,big_five_openness,0.12369192562012839,7
profile_0753,big_five_openness,0.3888606769141957,7
profile_0066,big_five_openness,-0.23679973884995656,7
profile_0754,big_five_openness,0.3882672393903648,7
profile_0307,big_five_openness,-0.5048743093598013,7
profile_0427,big_five_openness,0.7063537193047675,7
profile_0219,big_five_openness,0.5695875553423705,7
profile_0172,big_five_openness,0.44731000809804217,7
profile_0445,big_five_openness,0.8892896426152102,7
profile_0657,big_five_openness,0.37922210035392184,7
profile_0297,big_five_openness,-0.0041870193419636945,7
profile_0287,big_five_openness,-0.6346860518204647,7
profile_0794,big_five_openness,-0.14867016020704507,7
profile_0217,big_five_openness,0.740209328052114,7
profile_0610,big_five_openness,0.3729160387175112,7
profile_0253,big_five_openness,0.6321412088373158,7
profile_0360,big_five_openness,-0.5292445656301501,7
profile_0345,big_five_openness,0.5388604045911852,7
profile_0355,big_five_openness,0.3118361548851152,7
profile_0372,big_five_openness,0.6206614342110301,7
profile_0364,big_five_openness,0.3569236267687946,7
profile_0391,big_five_openness,0.163201936483777,7
profile_0204,big_five_openness,-0.6068841268280152,7
profile_0325,big_five_openness,-0.006140784263911032,7
profile_0176,big_five_openness,0.7603783278023944,7
profile_0785,big_five_openness,0.7629463551191255,7
profile_0778,big_five_openness,-0.2153438726721833,7
profile_0542,big_five_openness,-0.7641450980195191,7
profile_0063,big_five_openness,0.31774835562783926,7
profile_0433,big_five_openness,-0.3750009146368354,7
profile_0663,big_five_openness,0.4266336604067394,7
profile_0608,big_five_openness,0.1321169960221104,7
profile_0503,big_five_openness,0.3911395386846126,7
profile_0280,big_five_openness,-0.5421481862052402,7
profile_0694,big_five_openness,0.16803890889381037,7
profile_0717,big_five_openness,-0.47239717160668804,7
profile_0521,big_five_openness,-0.13236920204532795,7
profile_0673,big_five_openness,-0.33973852526138554,7
profile_0248,big_five_openness,-0.3358504096439741,7
profile_0613,big_five_openness,-0.3748016226747722,7
profile_0688,big_five_openness,-0.013523660668554533,7
profile_0293,big_five_openness,0.7828241502108665,7
profile_0749,big_five_openness,-0.4504105063574292,7
profile_0143,big_five_openness,-0.0626547564227139,7
profile_0475,big_five_openness,0.6936376872617437,7
profile_0711,big_five_openness,-0.490685875267922,7
profile_0726,big_five_openness,0.5964154317264243,7
profile_0144,big_five_openness,0.57808639391293,7
profile_0486,big_five_openness,-0.7274419849206689,7
profile_0393,big_five_openness,0.2070630306543943,7
profile_0509,big_five_openness,-0.26311841318427454,7
profile_0111,big_five_openness,0.641470993461961,7
profile_0186,big_five_openness,0.5426579181191687,7
profile_0019,big_five_openness,0.0378841330997772,7
profile_0368,big_five_openness,0.562600672502225,7
profile_0167,big_five_openness,-0.3502233173809505,7
profile_0416,big_five_openness,0.16543485818025047,7
profile_0005,big_five_openness,0.33339457777781867,7
profile_0295,big_five_openness,0.8375162294165945,7
profile_0649,big_five_openness,-0.770586174348233,7
profile_0718,big_five_openness,0.10467273444827942,7
profile_0585,big_five_openness,-0.07260516925534778,7
profile_0458,big_five_openness,0.09901708137692554,7
profile_0395,big_five_openness,-0.40314248069661895,7
profile_0269,big_five_openness,-0.5549542356187104,7
profile_0560,big_five_openness,-0.4623821185093384,7
profile_0645,big_five_openness,-0.8929506014045054,7
profile_0669,big_five_openness,-0.743033559894428,7
profile_0096,big_five_openness,0.0006970653168727366,7
profile_0596,big_five_openness,-0.6255197187690757,7
profile_0533,big_five_openness,-0.12462430106215218,7
profile_0472,big_five_openness,-0.7935134499892978,7
profile_0633,big_five_openness,-0.8075606303095092,7
profile_0519,big_five_openness,-0.10764838818899794,7
profile_0745,big_five_openness,-0.8158205109157544,7
profile_0308,big_five_openness,-0.1599620268447096,7
profile_0790,big_five_openness,-0.22169295030053232,7
profile_0353,big_five_openness,-0.7073428605410886,7
profile_0131,big_five_openness,-0.22440738842192284,7
profile_0716,big_five_openness,-0.43723602627401,7
profile_0618,big_five_openness,-0.712223385013828,7
profile_0590,big_five_openness,-0.1205670590592454,7
profile_0760,big_five_openness,-0.22167663872635557,7
profile_0466,big_five_openness,-0.723473999783273,7
profile_0233,big_five_openness,-0.7360997257027672,7
profile_0579,big_five_openness,-0.8327176614224215,7
profile_0065,big_five_openness,-0.8727553847622499,7
profile_0795,big_five_openness,-0.5003993023069467,7
