source,target,rho,abs_rho,source_label,target_label
profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,0.9108289427889059,0.9108289427889059,Big Five Openness To Experience Fantasy %,Big Five Openness To Experience Feelings %
profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_ideas_pct,0.9188772374020652,0.9188772374020652,Big Five Openness To Experience Fantasy %,Big Five Openness To Experience Ideas %
profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_mean_pct,0.9638399501438204,0.9638399501438204,Big Five Openness To Experience Fantasy %,Big Five Openness To Experience Mean %
profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_values_pct,0.9171369850650926,0.9171369850650926,Big Five Openness To Experience Fantasy %,Big Five Openness To Experience Values %
profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,0.9005085739418126,0.9005085739418126,Big Five Openness To Experience Feelings %,Big Five Openness To Experience Ideas %
profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_mean_pct,0.9579112861330242,0.9579112861330242,Big Five Openness To Experience Feelings %,Big Five Openness To Experience Mean %
profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_values_pct,0.9172329989871323,0.9172329989871323,Big Five Openness To Experience Feelings %,Big Five Openness To Experience Values %
profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_mean_pct,0.9612138419644318,0.9612138419644318,Big Five Openness To Experience Ideas %,Big Five Openness To Experience Mean %
profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,0.9203247739124696,0.9203247739124696,Big Five Openness To Experience Ideas %,Big Five Openness To Experience Values %
profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_big_five_openness_to_experience_values_pct,0.9637941851514809,0.9637941851514809,Big Five Openness To Experience Mean %,Big Five Openness To Experience Values %
