profile_id,mean_baseline_score,mean_post_score,mean_signed_delta_score,mean_abs_delta_score,mean_baseline_abs_score,mean_exposure_quality_score,mean_attack_realism_score,mean_attack_coherence_score,mean_post_plausibility_score,mean_post_consistency_score,mean_network_exposure_score,mean_network_exposure_delta_score,mean_network_exposure_abs_delta_score,mean_network_exposure_confidence,mean_network_exposure_peer_mean,mean_network_exposure_peer_exposure_weighted_mean,mean_post_attack_network_score,mean_post_attack_network_delta_from_baseline,mean_post_attack_network_abs_delta_from_baseline,mean_post_attack_network_increment_from_private_post,mean_post_attack_network_abs_increment_from_private_post,mean_post_attack_network_adversarial_effectivity,mean_post_attack_network_increment_adversarial_effectivity,mean_post_attack_network_confidence,mean_post_attack_network_peer_post_mean,mean_post_attack_network_peer_delta_mean,mean_post_attack_network_peer_exposure_weighted_post_mean,mean_post_attack_network_peer_exposure_weighted_delta_mean,mean_network_exposure_full_incoming_peer_count,mean_network_exposure_scored_peer_count,mean_network_exposure_exemplar_count,mean_network_exposure_full_incoming_exposure_weight,mean_network_exposure_scored_exposure_weight,mean_network_exposure_peer_sd,mean_post_attack_network_full_incoming_peer_count,mean_post_attack_network_scored_same_condition_peer_count,mean_post_attack_network_exemplar_count,mean_post_attack_network_full_incoming_exposure_weight,mean_post_attack_network_scored_exposure_weight,mean_ae_private,mean_bn_increment,mean_pn_increment,mean_ae_total_network,mean_pn_increment_effectivity,mean_peer_private_attack_activation,n_attacked_opinion_leaves,mean_adversarial_effectivity,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_chronological_age,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index
profile_0217,113.25714285714285,108.8,-4.457142857142857,28.17142857142857,360.1714285714286,0.44,,,0.9114285714285714,0.9345714285714286,111.42857142857143,-1.8285714285714285,126.85714285714286,0.7142857142857143,-43.0645,-31.094357142857138,106.8,-6.457142857142857,41.885714285714286,-2.0,14.514285714285714,41.885714285714286,13.714285714285714,0.652,-51.030588571428574,-5.74672,-75.17032285714285,-5.9265,31.0,31.0,8.0,17.8531,17.8531,219.36094285714285,23.65714285714286,23.65714285714286,7.542857142857143,8.808171428571429,8.808168571428572,28.17142857142857,-1.8285714285714285,-2.0,41.885714285714286,13.714285714285714,29.633414285714284,35,28.17142857142857,1.0,0.0,0.0,64.276,82.944,72.276,65.851,71.43,67.227,81.93,15.79,40.282,23.245,31.465,27.254,28.24,24.503,82.452,68.716,100.0,79.271,80.958,77.981,77.331,7.198,27.771,8.706,31.119,16.358,7.929,15.423,96.127,79.047,85.137,93.116,84.648,87.679,87.997,36.0,0.3733,0.6267
profile_0219,-154.2,-162.11428571428573,-7.914285714285715,30.942857142857143,387.4,0.44,,,0.9054285714285714,0.9242857142857144,-179.85714285714286,-25.65714285714286,201.02857142857144,0.7114285714285714,-44.857142857142854,-35.04007142857144,-167.71428571428572,-13.514285714285714,44.542857142857144,-5.6,15.82857142857143,44.542857142857144,13.6,0.6408571428571429,-60.92236571428571,-6.244717142857143,-67.03224571428571,-6.088594285714286,45.0,45.0,8.0,23.7509,23.7509,225.17751428571427,25.285714285714285,25.285714285714285,7.857142857142857,9.091788571428571,9.091782857142856,30.942857142857143,-25.65714285714286,-5.6,44.542857142857144,13.6,29.246668571428568,35,30.942857142857143,1.0,0.0,0.0,29.243,32.207,26.649,24.522,23.284,31.432,19.206,33.858,40.132,33.849,34.257,39.278,49.59,43.982,56.069,28.395,24.596,32.415,38.425,42.393,46.679,61.826,47.289,66.327,68.99,61.867,69.147,57.621,75.304,86.627,84.758,79.895,82.904,80.845,75.586,62.0,0.5357,0.4643
profile_0233,119.11428571428571,113.57142857142857,-5.542857142857143,29.02857142857143,372.77142857142854,0.44,,,0.9191428571428572,0.9314285714285715,88.85714285714286,-30.257142857142856,204.0857142857143,0.7157142857142856,-41.47857142857143,-44.42435714285715,110.71428571428571,-8.4,42.4,-2.857142857142857,13.371428571428572,42.4,13.371428571428572,0.6594285714285715,-64.69092571428571,-5.575340000000001,-68.14522285714285,-5.715157142857142,20.0,20.0,8.0,3.9058,3.9058,201.3122,23.742857142857144,23.742857142857144,8.0,8.053674285714285,8.053674285714285,29.02857142857143,-30.257142857142856,-2.857142857142857,42.4,13.371428571428572,31.008717142857144,35,29.02857142857143,0.0,1.0,0.0,89.057,67.619,72.774,69.02,79.746,61.348,69.855,65.377,75.164,78.995,74.397,67.698,51.342,60.915,52.168,31.689,23.402,33.118,30.316,25.08,16.439,31.0,41.443,29.351,36.393,33.893,31.525,33.643,6.937,13.558,26.566,7.647,24.046,14.892,10.599,53.0,0.4272,0.5728
profile_0248,-305.0285714285714,-313.6,-8.571428571428571,32.97142857142857,435.6,0.44,,,0.9008571428571428,0.9128571428571428,-306.0,-0.9714285714285714,202.97142857142856,0.72,-60.60357142857143,-45.921528571428574,-317.62857142857143,-12.6,48.08571428571429,-4.0285714285714285,15.114285714285714,48.08571428571429,15.114285714285714,0.6542857142857142,-66.65958571428571,-5.557057142857143,-66.25015428571429,-5.542217142857143,40.0,40.0,8.0,22.5392,22.5392,216.52470000000002,24.17142857142857,24.17142857142857,7.914285714285715,8.38104,8.381034285714286,32.97142857142857,-0.9714285714285714,-4.0285714285714285,48.08571428571429,15.114285714285714,28.744217142857142,35,32.97142857142857,0.0,0.0,1.0,25.287,10.288,15.781,22.239,16.685,3.363,16.827,34.474,48.6,41.518,34.133,38.932,36.898,37.969,13.344,5.634,19.843,4.609,9.804,2.246,13.15,79.143,67.06,96.052,73.173,79.376,84.161,76.668,39.844,37.763,21.875,33.846,29.447,31.381,25.511,59.0,0.656,0.344
profile_0253,-137.11428571428573,-143.0,-5.885714285714286,30.114285714285714,287.9714285714286,0.44,,,0.8994285714285715,0.9285714285714286,-127.71428571428571,9.4,169.28571428571428,0.7057142857142857,-36.158728571428576,-30.203714285714288,-147.37142857142857,-10.257142857142858,45.57142857142857,-4.371428571428571,15.457142857142857,45.57142857142857,15.457142857142857,0.6668571428571428,-34.28894285714286,-6.008622857142858,-41.63138285714285,-6.410374285714286,36.0,36.0,8.0,15.950299999999999,15.950299999999999,230.0223714285714,27.857142857142858,27.857142857142858,7.914285714285715,11.825874285714285,11.825874285714285,30.114285714285714,9.4,-4.371428571428571,45.57142857142857,15.457142857142857,30.03804285714286,35,30.114285714285714,1.0,0.0,0.0,49.322,45.585,54.801,61.302,57.174,64.788,50.636,72.437,70.833,70.59,51.943,72.791,70.944,100.0,46.598,43.274,46.142,45.328,41.068,25.849,39.216,68.209,59.912,70.536,62.382,64.612,76.258,50.371,75.117,70.144,86.223,83.027,71.853,81.061,100.0,59.0,0.4727,0.5273
profile_0269,-81.54285714285714,-85.71428571428571,-4.171428571428572,28.8,316.0571428571429,0.44,,,0.9068571428571428,0.9277142857142857,-58.714285714285715,22.82857142857143,165.57142857142858,0.7142857142857143,-43.09524285714286,-64.97475714285714,-89.65714285714286,-8.114285714285714,45.142857142857146,-3.942857142857143,16.34285714285714,45.142857142857146,16.34285714285714,0.6597142857142857,-44.795657142857145,-5.7029114285714275,-43.88668571428572,-5.712374285714286,21.0,21.0,8.0,3.4114,3.4114,222.3640857142857,22.771428571428572,22.771428571428572,7.857142857142857,7.177705714285715,7.177705714285715,28.8,22.82857142857143,-3.942857142857143,45.142857142857146,16.34285714285714,29.47957428571429,35,28.8,0.0,0.0,1.0,10.811,22.114,17.225,16.312,9.182,25.806,19.122,84.543,61.993,95.414,81.337,78.932,63.208,87.095,41.366,44.452,32.799,36.073,41.062,41.341,50.339,58.779,54.497,66.576,68.611,61.143,64.32,54.073,30.605,15.76,30.379,20.893,26.237,22.392,10.477,41.0,0.504,0.496
profile_0272,-97.54285714285714,-102.37142857142857,-4.828571428571428,28.02857142857143,349.77142857142854,0.44,,,0.8937142857142857,0.9111428571428571,-105.42857142857143,-7.885714285714286,238.28571428571428,0.72,-60.80294285714286,-47.37882857142856,-108.0,-10.457142857142857,48.05714285714286,-5.628571428571429,20.02857142857143,48.05714285714286,20.02857142857143,0.6434285714285715,-55.28735428571429,-5.732911428571429,-55.16968,-5.610848571428571,29.0,29.0,8.0,19.395,19.395,218.67541428571428,23.685714285714287,23.685714285714287,7.857142857142857,7.704225714285714,7.704225714285714,28.02857142857143,-7.885714285714286,-5.628571428571429,48.05714285714286,20.02857142857143,29.057871428571428,35,28.02857142857143,1.0,0.0,0.0,16.492,22.786,18.321,21.792,18.601,18.667,11.59,0.0,9.788,11.583,16.066,12.321,15.148,21.342,100.0,90.569,93.516,82.977,91.988,100.0,84.868,56.604,46.914,50.125,59.433,56.831,66.05,61.862,60.958,61.525,50.778,43.725,52.048,53.715,53.254,59.0,0.602,0.398
profile_0280,-298.25714285714287,-303.85714285714283,-5.6,30.62857142857143,459.9714285714286,0.44,,,0.9091428571428571,0.9314285714285715,-284.2857142857143,13.971428571428572,179.68571428571428,0.7428571428571429,-40.86242857142857,-63.06668571428571,-308.1714285714286,-9.914285714285715,44.542857142857144,-4.314285714285714,14.6,44.542857142857144,13.914285714285715,0.6602857142857143,-45.99293714285715,-5.8287828571428575,-46.26535714285714,-5.530448571428571,27.0,27.0,8.0,13.8044,13.8044,216.13119999999998,25.542857142857144,25.542857142857144,7.542857142857143,9.989725714285715,9.989725714285715,30.62857142857143,13.971428571428572,-4.314285714285714,44.542857142857144,13.914285714285715,29.141882857142857,35,30.62857142857143,0.0,0.0,1.0,19.444,4.589,5.874,0.0,11.212,0.0,0.0,75.727,72.612,66.162,80.177,73.836,79.356,68.979,79.103,56.574,71.152,64.99,68.274,63.551,74.272,80.506,83.222,91.316,91.541,86.165,90.176,80.227,19.743,31.131,37.987,20.729,23.257,23.185,6.264,34.0,0.6145,0.3855
profile_0287,-232.74285714285713,-239.22857142857143,-6.485714285714286,31.114285714285714,428.57142857142856,0.44,,,0.9197142857142856,0.9442857142857142,-203.57142857142858,29.17142857142857,193.5142857142857,0.7257142857142856,-62.21644285714285,-59.557785714285714,-244.97142857142856,-12.228571428571428,45.885714285714286,-5.742857142857143,15.285714285714286,45.885714285714286,14.771428571428572,0.6591428571428571,-25.050045714285712,-6.4537057142857135,-21.495479999999997,-6.465777142857142,33.0,33.0,8.0,16.6402,16.6402,223.13204285714284,24.34285714285714,24.34285714285714,7.4,8.586671428571428,8.586668571428572,31.114285714285714,29.17142857142857,-5.742857142857143,45.885714285714286,14.771428571428572,28.98206857142857,35,31.114285714285714,1.0,0.0,0.0,29.956,34.243,32.892,39.898,36.389,38.531,18.334,23.186,27.099,33.734,21.752,30.915,35.742,43.975,49.944,65.109,82.356,55.574,62.9,68.104,56.313,83.027,99.422,93.729,66.069,88.185,89.267,97.598,4.235,37.003,18.538,23.89,9.774,17.084,9.064,38.0,0.7231,0.2769
profile_0293,4.114285714285714,-1.0,-5.114285714285714,26.6,312.0,0.44,,,0.9068571428571428,0.9242857142857144,-53.857142857142854,-57.97142857142857,167.17142857142858,0.7142857142857143,-86.48214285714286,-95.22617142857143,-7.428571428571429,-11.542857142857143,42.34285714285714,-6.428571428571429,15.742857142857142,42.34285714285714,15.742857142857142,0.6505714285714286,-25.24894285714285,-6.49308,-16.93397714285714,-6.7800971428571435,8.0,8.0,8.0,1.4548,1.4548,172.21815714285717,26.571428571428573,26.571428571428573,7.685714285714286,12.042234285714287,12.042225714285713,26.6,-57.97142857142857,-6.428571428571429,42.34285714285714,15.742857142857142,30.841657142857144,35,26.6,0.0,0.0,1.0,51.113,52.955,53.226,53.932,50.638,62.376,48.343,41.406,40.963,20.391,21.037,27.538,11.956,29.476,3.391,20.292,37.782,24.168,21.827,24.017,21.314,8.478,13.826,0.0,0.0,3.717,0.0,0.0,90.915,80.058,89.637,100.0,93.675,92.038,97.943,50.0,0.3177,0.6823
profile_0295,-62.2,-69.82857142857142,-7.628571428571429,26.485714285714284,357.62857142857143,0.44,,,0.908,0.9265714285714286,-63.0,-0.8,195.42857142857142,0.7114285714285714,-44.261900000000004,-38.74751428571429,-74.65714285714286,-12.457142857142857,39.885714285714286,-4.828571428571428,13.4,39.885714285714286,13.4,0.6602857142857143,-47.33367714285715,-6.023014285714287,-41.85417142857143,-5.178331428571429,30.0,30.0,8.0,5.6466,5.6466,209.15302857142856,24.914285714285715,24.914285714285715,7.828571428571428,8.87390857142857,8.87390857142857,26.485714285714284,-0.8,-4.828571428571428,39.885714285714286,13.4,29.657017142857143,35,26.485714285714284,1.0,0.0,0.0,23.912,27.591,21.403,28.483,17.813,8.757,21.864,88.092,100.0,94.574,98.72,95.909,96.54,97.53,45.974,35.522,44.627,29.203,41.786,50.049,45.341,24.376,8.113,19.341,17.892,14.174,15.322,0.0,95.467,92.955,82.378,100.0,91.601,93.125,96.347,46.0,0.2081,0.7919
profile_0297,41.02857142857143,37.25714285714286,-3.7714285714285714,29.257142857142856,274.0571428571429,0.44,,,0.8957142857142857,0.9268571428571428,36.0,-5.0285714285714285,96.57142857142857,0.7014285714285714,-48.232142857142854,-43.3209,34.8,-6.228571428571429,43.6,-2.4571428571428573,14.342857142857143,43.6,14.342857142857143,0.6354285714285715,-59.82884285714286,-6.517125714285714,-62.27787142857143,-6.6283514285714284,32.0,32.0,8.0,14.1138,14.1138,218.38925714285713,24.942857142857143,24.942857142857143,7.914285714285715,8.956668571428573,8.956662857142858,29.257142857142856,-5.0285714285714285,-2.4571428571428573,43.6,14.342857142857143,30.37658,35,29.257142857142856,0.0,0.0,1.0,68.764,59.156,61.193,80.295,52.761,56.224,49.956,50.86,64.8,46.595,48.522,52.032,53.199,48.216,99.711,94.076,85.512,82.196,91.942,92.254,97.902,51.429,53.212,75.934,65.527,63.949,71.549,66.043,62.165,41.39,52.759,45.27,39.632,47.107,41.426,48.0,0.5497,0.4503
profile_0307,-48.97142857142857,-54.02857142857143,-5.057142857142857,29.34285714285714,387.14285714285717,0.44,,,0.9111428571428571,0.9388571428571428,-130.85714285714286,-81.88571428571429,242.85714285714286,0.7071428571428572,-56.34285714285714,-64.85568571428571,-59.142857142857146,-10.17142857142857,45.08571428571429,-5.114285714285714,15.857142857142858,45.08571428571429,15.742857142857142,0.6557142857142857,-66.61359428571429,-6.125114285714286,-61.68139142857143,-6.003,25.0,25.0,8.0,4.4962,4.4962,222.57367142857143,26.571428571428573,26.571428571428573,7.885714285714286,10.834977142857143,10.834977142857143,29.34285714285714,-81.88571428571429,-5.114285714285714,45.08571428571429,15.742857142857142,29.35974857142857,35,29.34285714285714,1.0,0.0,0.0,85.422,76.802,87.759,74.48,89.851,100.0,100.0,17.814,9.994,23.817,18.131,14.345,10.191,6.122,44.164,37.431,52.991,26.756,39.532,47.939,27.908,100.0,97.204,100.0,89.37,95.853,93.971,94.575,20.926,19.577,34.06,24.706,41.056,27.984,27.58,36.0,0.7794,0.2206
profile_0308,35.31428571428572,36.08571428571429,0.7714285714285715,29.914285714285715,312.51428571428573,0.44,,,0.9177142857142856,0.9414285714285715,23.714285714285715,-11.6,187.82857142857142,0.7157142857142856,-63.864285714285714,-56.67097142857143,33.142857142857146,-2.1714285714285713,45.08571428571429,-2.942857142857143,15.17142857142857,45.08571428571429,15.17142857142857,0.6542857142857144,-81.61774,-6.719942857142858,-59.860211428571425,-7.216594285714286,40.0,40.0,8.0,25.2423,25.2423,224.49311428571428,24.885714285714286,24.885714285714286,7.8,8.836105714285715,8.836102857142857,29.914285714285715,-11.6,-2.942857142857143,45.08571428571429,15.17142857142857,29.50052571428571,35,29.914285714285715,1.0,0.0,0.0,45.021,52.641,41.435,44.005,44.798,28.504,33.639,81.803,84.269,67.754,69.818,74.155,76.306,64.98,100.0,82.044,93.149,89.089,93.807,100.0,98.56,17.174,5.59,25.765,11.719,13.777,13.716,8.7,22.432,49.372,39.382,53.957,17.728,38.825,50.08,45.0,0.3086,0.6914
profile_0325,-160.0,-163.25714285714287,-3.257142857142857,33.142857142857146,387.3142857142857,0.44,,,0.9131428571428571,0.9285714285714286,-161.28571428571428,-1.2857142857142858,129.22857142857143,0.7214285714285714,-45.198428571428565,-35.875371428571434,-169.05714285714285,-9.057142857142857,46.31428571428572,-5.8,14.257142857142858,46.31428571428572,13.17142857142857,0.6365714285714286,-64.33465714285714,-6.697502857142857,-50.38183142857143,-7.232302857142858,18.0,18.0,8.0,3.547,3.547,205.3279857142857,21.285714285714285,21.285714285714285,7.6,7.402211428571429,7.402208571428571,33.142857142857146,-1.2857142857142858,-5.8,46.31428571428572,13.17142857142857,29.49249142857143,35,33.142857142857146,1.0,0.0,0.0,35.392,66.799,44.84,45.863,40.448,39.476,41.065,88.242,77.439,84.155,94.793,81.783,68.645,77.425,1.17,0.0,4.85,0.0,3.706,16.213,0.0,94.249,95.205,100.0,88.711,92.07,77.1,97.153,43.255,56.382,52.45,39.185,42.924,47.859,52.96,41.0,0.596,0.404
profile_0345,142.02857142857144,140.71428571428572,-1.3142857142857143,28.228571428571428,393.6857142857143,0.44,,,0.9177142857142856,0.9402857142857142,119.57142857142857,-22.457142857142856,182.68571428571428,0.7471428571428572,-49.58164285714286,-45.33834285714287,137.11428571428573,-4.914285714285715,43.885714285714286,-3.6,15.657142857142857,43.885714285714286,15.657142857142857,0.6734285714285715,-59.20235142857143,-5.845131428571428,-68.04396285714286,-6.074854285714285,28.0,28.0,8.0,9.723,9.723,217.9457142857143,27.4,27.4,7.514285714285714,10.353774285714286,10.353774285714286,28.228571428571428,-22.457142857142856,-3.6,43.885714285714286,15.657142857142857,29.94176285714286,35,28.228571428571428,1.0,0.0,0.0,88.396,100.0,97.856,100.0,100.0,98.741,100.0,63.778,59.665,75.083,56.683,66.22,79.842,62.27,75.519,89.382,93.288,84.203,84.502,78.47,86.151,49.11,34.558,34.971,35.008,40.8,59.704,31.448,72.653,73.099,87.144,80.603,83.329,79.996,83.149,48.0,0.393,0.607
profile_0353,26.62857142857143,26.485714285714284,-0.14285714285714285,27.457142857142856,438.1142857142857,0.44,,,0.9142857142857143,0.9294285714285715,15.142857142857142,-11.485714285714286,147.88571428571427,0.7585714285714286,-45.584414285714296,-51.04572857142857,24.085714285714285,-2.5428571428571427,43.34285714285714,-2.4,15.885714285714286,43.34285714285714,15.885714285714286,0.6525714285714286,-59.916442857142854,-5.900688571428572,-72.15568857142857,-5.805911428571429,33.0,33.0,8.0,15.878100000000002,15.878100000000002,219.62037142857142,25.6,25.6,7.685714285714286,9.01046,9.01046,27.457142857142856,-11.485714285714286,-2.4,43.34285714285714,15.885714285714286,29.70900857142857,35,27.457142857142856,0.0,1.0,0.0,12.065,7.207,7.059,11.307,0.713,5.102,5.959,46.741,37.532,51.35,60.942,47.328,54.431,32.975,38.056,43.059,57.221,28.54,43.21,44.056,48.331,21.409,28.617,15.986,25.872,23.725,35.83,14.638,0.0,14.048,13.322,24.632,14.875,15.215,24.416,48.0,0.4311,0.5689
profile_0355,-162.5142857142857,-168.97142857142856,-6.457142857142857,29.65714285714286,373.3142857142857,0.44,,,0.9142857142857143,0.935142857142857,-136.71428571428572,25.8,181.62857142857143,0.7071428571428572,-51.70778571428572,-44.698542857142854,-170.0857142857143,-7.571428571428571,43.457142857142856,-1.1142857142857143,14.257142857142858,43.457142857142856,13.8,0.6585428571428571,-44.78674571428572,-5.316959999999999,-56.12708571428571,-5.085325714285714,22.0,22.0,8.0,5.2797,5.2797,215.04505714285716,28.685714285714287,28.685714285714287,7.9714285714285715,12.494371428571428,12.494365714285713,29.65714285714286,25.8,-1.1142857142857143,43.457142857142856,13.8,29.91141142857143,35,29.65714285714286,0.0,0.0,1.0,49.277,36.996,37.392,47.614,38.926,34.45,17.087,18.93,14.627,28.795,14.662,22.221,35.564,20.746,1.932,14.007,14.737,12.009,14.229,16.863,25.824,56.507,64.463,52.427,48.241,56.946,63.903,56.137,76.99,75.594,70.169,58.289,68.061,65.855,46.027,73.0,0.5685,0.4315
profile_0360,-186.22857142857143,-194.4857142857143,-8.257142857142858,30.714285714285715,429.54285714285714,0.44,,,0.9197142857142856,0.94,-154.71428571428572,31.514285714285716,252.77142857142857,0.7100000000000001,-24.838114285714287,-41.21412857142857,-199.9142857142857,-13.685714285714285,47.114285714285714,-5.428571428571429,16.4,47.114285714285714,16.4,0.6617142857142857,-73.08941142857142,-6.600217142857144,-67.64522285714285,-6.44444,30.0,30.0,8.0,5.3502,5.3502,215.81534285714287,24.0,24.0,7.914285714285715,8.651431428571428,8.651422857142856,30.714285714285715,31.514285714285716,-5.428571428571429,47.114285714285714,16.4,30.102131428571425,35,30.714285714285715,0.0,1.0,0.0,93.169,89.897,86.927,95.732,81.633,89.196,71.935,55.397,61.903,76.457,40.456,59.957,68.706,56.821,75.334,79.249,83.534,75.261,77.152,73.708,75.825,97.504,98.687,76.978,82.827,89.679,87.942,94.134,23.364,27.064,20.89,10.017,18.263,20.496,23.375,42.0,0.6618,0.3382
profile_0364,-77.17142857142858,-82.62857142857143,-5.457142857142857,29.285714285714285,398.0285714285714,0.44,,,0.918,0.9185714285714285,-104.42857142857143,-27.257142857142856,163.37142857142857,0.7242857142857143,-50.24602857142857,-52.1743,-87.71428571428571,-10.542857142857143,42.2,-5.085714285714285,12.914285714285715,42.2,12.914285714285715,0.6642857142857143,-74.59395142857143,-6.070025714285714,-78.66632285714286,-6.076354285714285,36.0,36.0,8.0,23.4627,23.4627,222.30588571428572,22.314285714285713,22.314285714285713,7.628571428571429,7.541234285714285,7.541228571428571,29.285714285714285,-27.257142857142856,-5.085714285714285,42.2,12.914285714285715,30.476171428571426,35,29.285714285714285,0.0,1.0,0.0,30.58,29.823,28.435,20.729,31.342,35.219,22.915,92.807,99.605,90.844,87.566,93.155,100.0,88.109,41.121,18.707,33.703,37.986,33.63,37.336,32.93,95.825,87.525,70.813,86.342,82.73,68.9,86.974,71.754,82.864,65.236,61.844,73.455,68.804,57.673,18.0,0.5127,0.4873
profile_0368,86.77142857142857,86.51428571428572,-0.2571428571428571,26.314285714285713,359.0571428571429,0.44,,,0.9,0.9237142857142857,95.57142857142857,8.8,136.8,0.72,-64.26190000000001,-57.59097142857143,85.0,-1.7714285714285714,39.714285714285715,-1.5142857142857142,13.571428571428571,39.714285714285715,13.4,0.6542857142857144,-45.78214857142857,-6.103457142857143,-43.11657714285714,-5.7683542857142855,6.0,6.0,6.0,0.5187,0.5187,153.9670857142857,29.02857142857143,29.02857142857143,7.9714285714285715,10.7105,10.710497142857141,26.314285714285713,8.8,-1.5142857142857142,39.714285714285715,13.4,29.664154285714286,35,26.314285714285713,0.0,0.0,1.0,84.98,76.454,85.604,97.868,92.589,80.026,81.708,46.647,77.894,82.961,67.784,65.44,60.238,57.118,57.948,64.779,75.163,72.752,71.177,81.445,74.977,1.969,1.029,21.265,27.567,11.411,16.634,0.0,89.036,73.14,77.431,76.419,80.738,78.835,76.247,66.0,0.2783,0.7217
profile_0372,186.22857142857143,181.85714285714286,-4.371428571428571,33.51428571428571,338.57142857142856,0.44,,,0.9028571428571428,0.9242857142857144,123.14285714285714,-63.08571428571429,173.31428571428572,0.7122857142857143,-34.627557142857135,-42.74027142857143,177.82857142857142,-8.4,49.371428571428574,-4.0285714285714285,15.857142857142858,49.371428571428574,15.857142857142858,0.6457142857142858,-51.218682857142866,-5.456154285714286,-45.72748571428571,-5.077902857142857,28.0,28.0,8.0,7.0702,7.0702,207.9791142857143,21.514285714285716,21.514285714285716,7.485714285714286,6.989005714285715,6.989005714285715,33.51428571428571,-63.08571428571429,-4.0285714285714285,49.371428571428574,15.857142857142858,28.766554285714285,35,33.51428571428571,0.0,1.0,0.0,89.384,67.635,77.943,67.843,79.98,74.907,87.912,7.901,4.738,12.476,17.052,12.229,19.618,11.591,6.896,11.758,18.086,11.593,11.74,2.499,19.606,51.477,42.14,35.919,40.554,42.229,53.348,29.933,86.141,74.166,82.815,90.493,97.773,85.978,84.478,55.0,0.5115,0.4885
profile_0390,-136.62857142857143,-142.2,-5.571428571428571,32.371428571428574,360.62857142857143,0.44,,,0.9014285714285715,0.9128571428571428,-173.0,-36.371428571428574,174.37142857142857,0.7171428571428572,-23.236614285714285,-25.1008,-146.88571428571427,-10.257142857142858,46.48571428571429,-4.685714285714286,15.428571428571429,46.48571428571429,14.114285714285714,0.6551428571428571,-74.82990857142858,-6.009705714285715,-78.70681714285715,-5.495077142857143,32.0,32.0,8.0,10.1236,10.1236,227.8280142857143,19.228571428571428,19.228571428571428,7.571428571428571,5.662028571428571,5.662025714285714,32.371428571428574,-36.371428571428574,-4.685714285714286,46.48571428571429,14.114285714285714,28.03571714285714,35,32.371428571428574,0.0,0.0,1.0,58.878,63.034,57.55,44.741,64.927,51.553,62.168,47.047,57.371,34.232,56.376,52.864,58.526,63.631,45.777,59.446,35.216,16.328,41.434,47.898,43.939,99.965,95.193,96.452,98.895,97.248,92.983,100.0,95.175,84.142,93.529,88.197,78.167,88.924,94.335,24.0,0.6393,0.3607
profile_0391,-134.28571428571428,-144.97142857142856,-10.685714285714285,33.94285714285714,304.51428571428573,0.44,,,0.9157142857142856,0.9285714285714286,-127.14285714285714,7.142857142857143,178.68571428571428,0.7142857142857143,-71.35468571428571,-56.11195714285715,-152.2,-17.914285714285715,49.22857142857143,-7.228571428571429,15.285714285714286,49.22857142857143,15.285714285714286,0.6525714285714286,-40.82692571428572,-6.523425714285714,-53.38841142857143,-6.476911428571428,29.0,29.0,8.0,6.3592,6.3592,220.21997142857145,24.542857142857144,24.542857142857144,7.914285714285715,8.613868571428572,8.613862857142857,33.94285714285714,7.142857142857143,-7.228571428571429,49.22857142857143,15.285714285714286,30.006374285714283,35,33.94285714285714,1.0,0.0,0.0,92.611,88.153,80.413,78.451,78.196,85.602,59.468,57.854,71.472,72.273,63.889,67.213,57.76,80.032,44.346,43.478,49.208,45.966,43.525,42.847,35.306,88.588,72.615,66.688,59.769,71.41,65.31,75.489,54.488,68.634,58.735,54.711,64.184,59.572,56.679,18.0,0.5337,0.4663
