position_id,community_id,display_role,display_role_label,dominant_structural_role,observed_status,prompt_ready,in_largest_component,has_prompt_peer_capacity
59477,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
59643,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
59697,1,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
59708,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
59804,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
59817,0,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
59841,3,high_exposure_receiver,high exposure receiver,visible_sender,prompt_ready,True,True,True
59852,2,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
59867,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
59902,4,peripheral,peripheral,cluster_core,observed_not_prompt_ready,False,True,False
60095,0,context_position,context position,cluster_core,prompt_ready,True,True,True
60104,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
60221,1,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
60228,0,peripheral,peripheral,broker_bridge,observed_not_prompt_ready,False,True,False
60250,2,bridge,bridge,broker_bridge,observed_not_prompt_ready,False,True,False
60251,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
60446,0,peripheral,peripheral,cluster_core,prompt_ready,True,True,True
60460,2,context_position,context position,visible_sender,prompt_ready,True,True,True
60468,33,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,False,False
60620,1,high_exposure_receiver,high exposure receiver,broker_bridge,prompt_ready,True,True,True
60634,2,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
60656,1,context_position,context position,visible_sender,prompt_ready,True,True,True
60667,1,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
60674,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
60709,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
60714,1,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
60829,0,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
60862,0,context_position,context position,visible_sender,prompt_ready,True,True,True
60900,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
60916,1,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
60949,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
60956,1,bridge,bridge,cluster_core,prompt_ready,True,True,True
61017,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61050,1,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
61061,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61104,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61176,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
61223,0,peripheral,peripheral,broker_bridge,observed_not_prompt_ready,False,True,False
61246,0,context_position,context position,cluster_core,prompt_ready,True,True,True
61291,1,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
61359,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
61376,2,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
61449,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61459,1,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
61464,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
61469,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61510,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61525,2,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61527,3,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
61585,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
61621,2,context_position,context position,visible_sender,prompt_ready,True,True,True
61683,3,high_exposure_receiver,high exposure receiver,visible_sender,prompt_ready,True,True,True
61721,1,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
61749,0,bridge,bridge,cluster_core,prompt_ready,True,True,True
61767,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
61772,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61827,34,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,False,False
61845,0,peripheral,peripheral,cluster_core,prompt_ready,True,True,True
61852,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
61863,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
61971,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
62017,1,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
62038,2,bridge,bridge,cluster_core,observed_not_prompt_ready,False,True,False
62057,3,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
62058,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
62090,0,context_position,context position,visible_sender,prompt_ready,True,True,True
62114,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
62185,3,high_exposure_receiver,high exposure receiver,broker_bridge,prompt_ready,True,True,True
62198,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
62221,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
62230,1,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
62231,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
62242,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
62261,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
62268,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
62350,5,peripheral,peripheral,cluster_core,observed_not_prompt_ready,False,True,False
62415,0,context_position,context position,visible_sender,prompt_ready,True,True,True
62433,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
62533,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
62570,1,bridge,bridge,broker_bridge,prompt_ready,True,True,True
62769,2,bridge,bridge,broker_bridge,prompt_ready,True,True,True
62862,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
62914,0,peripheral,peripheral,cluster_core,prompt_ready,True,True,True
62973,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
62997,1,context_position,context position,broker_bridge,prompt_ready,True,True,True
63006,1,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
63202,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
63226,2,peripheral,peripheral,cluster_core,prompt_ready,True,True,True
63300,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
63319,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
63347,1,high_exposure_receiver,high exposure receiver,peripheral_receiver,prompt_ready,True,True,True
63493,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
63532,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
63549,1,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
63600,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
63628,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
63697,1,context_position,context position,broker_bridge,prompt_ready,True,True,True
63705,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
63776,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
63786,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
63810,4,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
63862,1,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
63938,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
63980,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
63999,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
64047,1,peripheral,peripheral,cluster_core,observed_not_prompt_ready,False,True,False
64181,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
64354,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
64470,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
64519,0,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
64602,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
64700,1,bridge,bridge,broker_bridge,prompt_ready,True,True,True
64727,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
64761,0,context_position,context position,visible_sender,prompt_ready,True,True,True
64795,0,context_position,context position,cluster_core,prompt_ready,True,True,True
64830,0,context_position,context position,cluster_core,prompt_ready,True,True,True
64852,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
64919,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
64968,1,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
65013,1,bridge,bridge,broker_bridge,prompt_ready,True,True,True
65027,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
65050,1,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
65052,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
65080,0,context_position,context position,visible_sender,prompt_ready,True,True,True
65083,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
65355,1,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
65363,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
65368,2,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
65404,0,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
65411,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
65450,1,bridge,bridge,broker_bridge,prompt_ready,True,True,True
65487,4,peripheral,peripheral,broker_bridge,observed_not_prompt_ready,False,True,False
65492,1,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
65615,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
65717,0,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
65755,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
65790,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
65822,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
65861,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
65900,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
65912,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
66018,1,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
66095,0,context_position,context position,peripheral_receiver,prompt_ready,True,True,True
66115,0,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
66156,0,peripheral,peripheral,visible_sender,prompt_ready,True,True,True
66175,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
66373,1,context_position,context position,broker_bridge,prompt_ready,True,True,True
66408,1,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
66414,5,bridge,bridge,cluster_core,prompt_ready,True,True,True
66432,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
66455,1,context_position,context position,visible_sender,prompt_ready,True,True,True
66609,35,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,False,False
66644,0,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
66670,1,bridge,bridge,cluster_core,prompt_ready,True,True,True
66682,4,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
66708,0,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
66743,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
66784,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
66827,0,context_position,context position,visible_sender,prompt_ready,True,True,True
66993,1,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
67004,1,bridge,bridge,broker_bridge,prompt_ready,True,True,True
67125,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
67128,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
67151,1,context_position,context position,exposed_receiver,prompt_ready,True,True,True
67182,4,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
67215,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
67298,0,high_exposure_receiver,high exposure receiver,peripheral_receiver,prompt_ready,True,True,True
67330,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
67335,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
67345,2,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
67412,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
67428,36,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,False,False
67507,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
67563,1,context_position,context position,broker_bridge,prompt_ready,True,True,True
67649,3,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
67651,1,peripheral,peripheral,cluster_core,observed_not_prompt_ready,False,True,False
67711,0,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
67811,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
67818,1,bridge,bridge,cluster_core,prompt_ready,True,True,True
67853,1,bridge,bridge,broker_bridge,prompt_ready,True,True,True
67937,0,context_position,context position,visible_sender,prompt_ready,True,True,True
67960,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
67991,1,bridge,bridge,broker_bridge,prompt_ready,True,True,True
68082,2,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
68262,2,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
68375,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
68438,2,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
68492,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
68524,2,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
68536,3,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
68555,3,context_position,context position,visible_sender,prompt_ready,True,True,True
68705,0,high_exposure_receiver,high exposure receiver,broker_bridge,prompt_ready,True,True,True
68723,4,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
68737,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
68776,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
68797,2,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
68850,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
68863,2,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
68893,1,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
68980,0,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
68994,2,context_position,context position,broker_bridge,prompt_ready,True,True,True
69045,4,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
69074,1,bridge,bridge,cluster_core,prompt_ready,True,True,True
69242,2,bridge,bridge,broker_bridge,prompt_ready,True,True,True
69311,0,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
69349,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
69417,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
69420,3,high_visibility_sender,high visibility sender,exposed_receiver,prompt_ready,True,True,True
69457,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
69469,1,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
69476,2,context_position,context position,broker_bridge,prompt_ready,True,True,True
69558,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
69594,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
69669,2,context_position,context position,cluster_core,prompt_ready,True,True,True
69684,3,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
69718,0,context_position,context position,cluster_core,prompt_ready,True,True,True
69759,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
69765,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
69816,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
69824,1,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
69834,0,context_position,context position,cluster_core,prompt_ready,True,True,True
69847,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
69857,1,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
69915,4,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
70077,0,peripheral,peripheral,cluster_core,prompt_ready,True,True,True
70142,2,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
70201,1,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
70210,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
70255,2,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
70368,1,context_position,context position,exposed_receiver,prompt_ready,True,True,True
70419,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
70426,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
70558,0,context_position,context position,cluster_core,prompt_ready,True,True,True
70591,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
70649,5,high_visibility_sender,high visibility sender,cross_community_connector,prompt_ready,True,True,True
70651,1,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
70681,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
70696,0,bridge,bridge,broker_bridge,observed_not_prompt_ready,False,True,False
70769,2,bridge,bridge,cross_community_connector,observed_not_prompt_ready,False,True,False
70828,3,high_exposure_receiver,high exposure receiver,visible_sender,prompt_ready,True,True,True
70892,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
70932,5,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
70970,1,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
71010,0,peripheral,peripheral,visible_sender,prompt_ready,True,True,True
71058,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
71073,0,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
71085,2,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
71152,3,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
71204,1,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
71285,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
71343,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
71390,1,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
71392,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
71428,3,high_exposure_receiver,high exposure receiver,visible_sender,prompt_ready,True,True,True
71462,2,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
71479,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
71510,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
71539,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
71594,1,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
71658,2,context_position,context position,visible_sender,prompt_ready,True,True,True
71689,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
71691,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
71770,0,high_exposure_receiver,high exposure receiver,broker_bridge,prompt_ready,True,True,True
71897,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
71937,1,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
71977,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
71980,1,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
72015,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
72117,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
72157,0,context_position,context position,cluster_core,prompt_ready,True,True,True
72160,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
72175,1,context_position,context position,cluster_core,prompt_ready,True,True,True
72245,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
72311,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
72313,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
72511,0,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
72521,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
72536,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
72590,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
72619,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
72620,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
72621,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
72627,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
72674,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
72722,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
72737,0,peripheral,peripheral,cluster_core,prompt_ready,True,True,True
72762,1,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
72812,1,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
72867,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
72877,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
72932,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
72992,4,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
72995,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
73007,1,bridge,bridge,broker_bridge,observed_not_prompt_ready,False,True,False
73058,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
73079,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
73133,1,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
73172,4,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
73184,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
73195,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
73207,4,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
73341,1,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
73355,5,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
73369,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
73407,6,context_position,context position,cluster_core,prompt_ready,True,True,True
73430,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
73529,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
73542,0,high_exposure_receiver,high exposure receiver,broker_bridge,prompt_ready,True,True,True
73581,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
73585,2,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
73586,1,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
73688,5,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
73772,0,context_position,context position,peripheral_receiver,prompt_ready,True,True,True
73810,1,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
73828,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
73944,0,peripheral,peripheral,cluster_core,observed_not_prompt_ready,False,True,False
73953,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
73993,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
74049,1,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
74111,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
74189,2,bridge,bridge,cross_community_connector,observed_not_prompt_ready,False,True,False
74223,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
74365,1,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
74444,1,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
74448,0,peripheral,peripheral,broker_bridge,observed_not_prompt_ready,False,True,False
74514,3,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
74572,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
74618,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
74631,0,context_position,context position,visible_sender,prompt_ready,True,True,True
74650,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
74795,2,bridge,bridge,broker_bridge,prompt_ready,True,True,True
74800,5,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
74880,0,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
74950,0,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
75173,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
75203,2,bridge,bridge,broker_bridge,prompt_ready,True,True,True
75357,0,context_position,context position,exposed_receiver,prompt_ready,True,True,True
75358,37,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,False,False
75400,1,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
75447,0,peripheral,peripheral,peripheral_receiver,observed_not_prompt_ready,False,True,False
75559,5,context_position,context position,broker_bridge,prompt_ready,True,True,True
75566,0,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
75575,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
75606,3,bridge,bridge,peripheral_receiver,observed_not_prompt_ready,False,True,False
75631,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
75804,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
76002,0,peripheral,peripheral,broker_bridge,prompt_ready,True,True,True
76178,1,peripheral,peripheral,visible_sender,observed_not_prompt_ready,False,True,False
76236,4,peripheral,peripheral,broker_bridge,observed_not_prompt_ready,False,True,False
76269,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
76270,3,context_position,context position,exposed_receiver,prompt_ready,True,True,True
76283,1,peripheral,peripheral,peripheral_receiver,prompt_ready,True,True,True
76311,0,context_position,context position,cluster_core,prompt_ready,True,True,True
76372,2,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
76393,1,context_position,context position,cluster_core,prompt_ready,True,True,True
76394,0,peripheral,peripheral,visible_sender,prompt_ready,True,True,True
76477,0,high_exposure_receiver,high exposure receiver,exposed_receiver,prompt_ready,True,True,True
76486,0,bridge,bridge,peripheral_receiver,prompt_ready,True,True,True
76536,0,bridge,bridge,broker_bridge,prompt_ready,True,True,True
76584,2,high_visibility_sender,high visibility sender,cross_community_connector,prompt_ready,True,True,True
76599,0,peripheral,peripheral,cluster_core,prompt_ready,True,True,True
76761,2,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
76879,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
76891,0,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
76913,0,high_visibility_sender,high visibility sender,cluster_core,prompt_ready,True,True,True
76974,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
77029,0,high_visibility_sender,high visibility sender,visible_sender,prompt_ready,True,True,True
77083,0,context_position,context position,broker_bridge,prompt_ready,True,True,True
77151,3,high_exposure_receiver,high exposure receiver,cluster_core,prompt_ready,True,True,True
77175,2,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
77358,1,high_visibility_sender,high visibility sender,broker_bridge,prompt_ready,True,True,True
77481,4,bridge,bridge,cross_community_connector,prompt_ready,True,True,True
